Dataset,Rule_I,Rule_J,Effect_I,Effect_J,Similarity,Entity_Overlap,SMT_Result,Witness_Subject,Witness_Action,Witness_Resource,Witness_Env,Solve_Time_ms
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P0-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P0-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P1-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P2-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P2-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P2-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P3-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P3-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P3-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P1-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P1-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P1-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P2-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P2-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P2-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P2-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P3-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.01
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P3-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P3-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P3-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P0-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P2-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P2-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P2-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P2-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P3-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P3-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P0-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P1-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P1-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P0-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P0-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P0-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P1-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P2-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P2-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P2-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P3-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P3-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P3-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P3-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P0-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P0-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P1-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P1-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P2-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P2-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P3-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P3-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P3-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P2-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P2-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P3-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P3-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P3-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P1-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P1-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P1-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P1-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P2-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P2-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P3-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P3-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P3-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P0-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P0-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P0-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P2-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P3-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P3-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P0-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P1-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P1-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P3-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P3-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P3-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS0-P3-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P0-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P0-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P0-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P2-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P2-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P2-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P3-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS0-PS1-P3-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P0-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P0-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P1-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P2-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P2-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P2-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P3-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P3-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P3-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS0-P3-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P1-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P1-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P1-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P1-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P1-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P2-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P2-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P3-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P3-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P3-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS1-PS1-P3-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P0-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P1-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P1-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P1-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P2-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P2-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P2-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P2-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P3-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P3-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS0-P3-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P1-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P2-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P2-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R3,sne-PS0-PS2-PS1-P2-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P0-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P0-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P0-R3,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P0-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P1-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P1-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P2-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P2-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P2-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P3-R0,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P3-R1,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS0-PS1-P3-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS1-PS0-P0-R2,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
Synthetic360,sne-PS0-PS0-PS0-P3-R4,sne-PS0-PS1-PS0-P0-R4,Deny,Permit,0.8909,0.4286,SAT,user,access,resource,{},0.00
